"timeid","iyear","imonth","iday"
"3277","1985","2","13"
"3278","1985","2","14"
"3279","1985","2","15"
"3280","1985","2","17"
"3281","1985","2","19"
"3282","1985","2","20"
"3283","1985","2","21"
"3284","1985","2","22"
"3285","1985","2","24"
"3286","1985","2","25"
"3287","1985","2","26"
"3288","1985","2","27"
"3289","1985","2","28"
"3290","1985","3","1"
"3291","1985","3","3"
"3292","1985","3","4"
"3293","1985","3","7"
"3294","1985","3","9"
"3295","1985","3","10"
"3296","1985","3","11"
"3297","1985","3","12"
"3298","1985","3","13"
"3299","1985","3","14"
"3300","1985","3","15"
"3301","1985","3","16"
"3302","1985","3","17"
"3303","1985","3","18"
"3304","1985","3","19"
"3305","1985","3","21"
"3306","1985","3","22"
"3307","1985","3","23"
"3308","1985","3","24"
"3309","1985","3","25"
"3310","1985","3","26"
"3311","1985","3","27"
"3312","1985","3","28"
"3313","1985","3","29"
"3314","1985","3","30"
"3315","1985","4","1"
"3316","1985","4","3"
"3317","1985","4","4"
"3318","1985","4","5"
"3319","1985","4","8"
"3320","1985","4","9"
"3321","1985","4","11"
"3322","1985","4","12"
"3323","1985","4","13"
"3324","1985","4","14"
"3325","1985","4","15"
"3326","1985","4","17"
"3327","1985","4","18"
"3328","1985","4","21"
"3329","1985","4","22"
"3330","1985","4","23"
"3331","1985","4","24"
"3332","1985","4","25"
"3333","1985","4","26"
"3334","1985","4","27"
"3335","1985","4","28"
"3336","1985","4","29"
"3337","1985","4","30"
"3338","1985","5","1"
"3339","1985","5","2"
"3340","1985","5","3"
"3341","1985","5","4"
"3342","1985","5","5"
"3343","1985","5","6"
"3344","1985","5","7"
"3345","1985","5","8"
"3346","1985","5","9"
"3347","1985","5","10"
"3348","1985","5","11"
"3349","1985","5","12"
"3350","1985","5","13"
"3351","1985","5","14"
"3352","1985","5","15"
"3353","1985","5","16"
"3354","1985","5","17"
"3355","1985","5","18"
"3356","1985","5","19"
"3357","1985","5","20"
"3358","1985","5","21"
"3359","1985","5","22"
"3360","1985","5","23"
"3361","1985","5","24"
"3362","1985","5","25"
"3363","1985","5","26"
"3364","1985","5","28"
"3365","1985","5","29"
"3366","1985","5","30"
"3367","1985","5","31"
"3368","1985","6","1"
"3369","1985","6","2"
"3370","1985","6","4"
"3371","1985","6","6"
"3372","1985","6","7"
"3373","1985","6","8"
"3374","1985","6","9"
"3375","1985","6","10"
"3376","1985","6","11"
"3377","1985","6","12"
"3378","1985","6","13"
"3379","1985","6","14"
"3380","1985","6","15"
"3381","1985","6","17"
"3382","1985","6","18"
"3383","1985","6","19"
"3384","1985","6","20"
"3385","1985","6","21"
"3386","1985","6","22"
"3387","1985","6","23"
"3388","1985","6","24"
"3389","1985","6","25"
"3390","1985","6","26"
"3391","1985","6","27"
"3392","1985","6","28"
"3393","1985","6","29"
"3394","1985","6","30"
"3395","1985","7","1"
"3396","1985","7","2"
"3397","1985","7","3"
"3398","1985","7","4"
"3399","1985","7","5"
"3400","1985","7","6"
"3401","1985","7","7"
"3402","1985","7","9"
"3403","1985","7","10"
"3404","1985","7","11"
"3405","1985","7","12"
"3406","1985","7","13"
"3407","1985","7","14"
"3408","1985","7","15"
"3409","1985","7","16"
"3410","1985","7","17"
"3411","1985","7","18"
"3412","1985","7","19"
"3413","1985","7","20"
"3414","1985","7","21"
"3415","1985","7","22"
"3416","1985","7","23"
"3417","1985","7","24"
"3418","1985","7","25"
"3419","1985","7","28"
"3420","1985","7","29"
"3421","1985","7","30"
"3422","1985","7","31"
"3423","1985","8","1"
"3424","1985","8","2"
"3425","1985","8","3"
"3426","1985","8","4"
"3427","1985","8","5"
"3428","1985","8","6"
"3429","1985","8","7"
"3430","1985","8","8"
"3431","1985","8","9"
"3432","1985","8","10"
"3433","1985","8","11"
"3434","1985","8","12"
"3435","1985","8","13"
"3436","1985","8","14"
"3437","1985","8","15"
"3438","1985","8","17"
"3439","1985","8","18"
"3440","1985","8","19"
"3441","1985","8","20"
"3442","1985","8","21"
"3443","1985","8","22"
"3444","1985","8","24"
"3445","1985","8","26"
"3446","1985","8","28"
"3447","1985","8","29"
"3448","1985","8","31"
"3449","1985","9","1"
"3450","1985","9","2"
"3451","1985","9","3"
"3452","1985","9","4"
"3453","1985","9","9"
"3454","1985","9","6"
"3455","1985","9","10"
"3456","1985","9","11"
"3457","1985","9","12"
"3458","1985","9","13"
"3459","1985","9","14"
"3460","1985","9","15"
"3461","1985","9","16"
"3462","1985","9","17"
"3463","1985","9","18"
"3464","1985","9","20"
"3465","1985","9","21"
"3466","1985","9","24"
"3467","1985","9","25"
"3468","1985","9","26"
"3469","1985","9","27"
"3470","1985","9","28"
"3471","1985","9","29"
"3472","1985","10","1"
"3473","1985","10","2"
"3474","1985","10","3"
"3475","1985","10","4"
"3476","1985","10","6"
"3477","1985","10","7"
"3478","1985","10","8"
"3479","1985","10","9"
"3480","1985","10","10"
"3481","1985","10","13"
"3482","1985","10","14"
"3483","1985","10","15"
"3484","1985","10","16"
"3485","1985","10","18"
"3486","1985","10","19"
"3487","1985","10","20"
"3488","1985","10","22"
"3489","1985","10","23"
"3490","1985","10","24"
"3491","1985","10","25"
"3492","1985","10","27"
"3493","1985","10","28"
"3494","1985","10","29"
"3495","1985","10","30"
"3496","1985","10","31"
"3497","1985","11","1"
"3498","1985","11","2"
"3499","1985","11","3"
"3500","1985","11","4"
"3501","1985","11","5"
"3502","1985","11","6"
"3503","1985","11","8"
"3504","1985","11","9"
"3505","1985","11","10"
"3506","1985","11","11"
"3507","1985","11","12"
"3508","1985","11","13"
"3509","1985","11","14"
"3510","1985","11","15"
"3511","1985","11","16"
"3512","1985","11","17"
"3513","1985","11","18"
"3514","1985","11","19"
"3515","1985","11","20"
"3516","1985","11","21"
"3517","1985","11","22"
"3518","1985","11","23"
"3519","1985","11","24"
"3520","1985","11","25"
"3521","1985","11","26"
"3522","1985","11","27"
"3523","1985","11","28"
"3524","1985","11","29"
"3525","1985","11","30"
"3526","1985","12","1"
"3527","1985","12","2"
"3528","1985","12","3"
"3529","1985","12","4"
"3530","1985","12","5"
"3531","1985","12","6"
"3532","1985","12","7"
"3533","1985","12","8"
"3534","1985","12","9"
"3535","1985","12","10"
"3536","1985","12","11"
"3537","1985","12","13"
"3538","1985","12","14"
"3539","1985","12","15"
"3540","1985","12","16"
"3541","1985","12","17"
"3542","1985","12","18"
"3543","1985","12","19"
"3544","1985","12","20"
"3545","1985","12","21"
"3546","1985","12","22"
"3547","1985","12","23"
"3548","1985","12","24"
"3549","1985","12","26"
"3550","1985","12","27"
"3551","1985","12","28"
"3552","1985","12","29"
"3553","1985","12","30"
"3554","1985","12","31"
"3555","1986","1","1"
"3556","1986","1","2"
"3557","1986","1","3"
"3558","1986","1","4"
"3559","1986","1","5"
"3560","1986","1","6"
"3561","1986","1","7"
"3562","1986","1","9"
"3563","1986","1","10"
"3564","1986","1","11"
"3565","1986","1","12"
"3566","1986","1","13"
"3567","1986","1","15"
"3568","1986","1","16"
"3569","1986","1","18"
"3570","1986","1","19"
"3571","1986","1","20"
"3572","1986","1","22"
"3573","1986","1","23"
"3574","1986","1","24"
"3575","1986","1","25"
"3576","1986","2","1"
"3577","1986","2","2"
"3578","1986","2","3"
"3579","1986","2","4"
"3580","1986","2","6"
"3581","1986","2","7"
"3582","1986","2","8"
"3583","1986","2","9"
"3584","1986","2","10"
"3585","1986","2","11"
"3586","1986","2","12"
"3587","1986","2","14"
"3588","1986","2","15"
"3589","1986","2","16"
"3590","1986","2","19"
"3591","1986","2","21"
"3592","1986","2","22"
"3593","1986","2","24"
"3594","1986","2","25"
"3595","1986","2","26"
"3596","1986","2","27"
"3597","1986","2","28"
"3598","1986","3","3"
"3599","1986","3","4"
"3600","1986","3","6"
"3601","1986","3","7"
"3602","1986","3","8"
"3603","1986","3","9"
"3604","1986","3","11"
"3605","1986","3","12"
"3606","1986","3","13"
"3607","1986","3","14"
"3608","1986","3","15"
"3609","1986","3","16"
"3610","1986","3","17"
"3611","1986","3","18"
"3612","1986","3","19"
"3613","1986","3","20"
"3614","1986","3","21"
"3615","1986","3","22"
"3616","1986","3","23"
"3617","1986","3","24"
"3618","1986","3","25"
"3619","1986","3","26"
"3620","1986","3","27"
"3621","1986","3","28"
"3622","1986","3","29"
"3623","1986","3","30"
"3624","1986","3","31"
"3625","1986","4","1"
"3626","1986","4","2"
"3627","1986","4","3"
"3628","1986","4","4"
"3629","1986","4","5"
"3630","1986","4","7"
"3631","1986","4","8"
"3632","1986","4","11"
"3633","1986","4","12"
"3634","1986","4","13"
"3635","1986","4","14"
"3636","1986","4","15"
"3637","1986","4","16"
"3638","1986","4","17"
"3639","1986","4","18"
"3640","1986","4","19"
"3641","1986","4","20"
"3642","1986","4","21"
"3643","1986","4","22"
"3644","1986","4","23"
"3645","1986","4","24"
"3646","1986","4","25"
"3647","1986","4","28"
"3648","1986","4","29"
"3649","1986","5","1"
"3650","1986","5","3"
"3651","1986","5","4"
"3652","1986","5","5"
"3653","1986","5","6"
"3654","1986","5","7"
"3655","1986","5","8"
"3656","1986","5","11"
"3657","1986","5","12"
"3658","1986","5","13"
"3659","1986","5","14"
"3660","1986","5","15"
"3661","1986","5","16"
"3662","1986","5","17"
"3663","1986","5","18"
"3664","1986","5","19"
"3665","1986","5","20"
"3666","1986","5","21"
"3667","1986","5","22"
"3668","1986","5","23"
"3669","1986","5","24"
"3670","1986","5","25"
"3671","1986","5","27"
"3672","1986","5","28"
"3673","1986","5","29"
"3674","1986","5","30"
"3675","1986","5","31"
"3676","1986","6","2"
"3677","1986","6","3"
"3678","1986","6","4"
"3679","1986","6","5"
"3680","1986","6","6"
"3681","1986","6","7"
"3682","1986","6","8"
"3683","1986","6","9"
"3684","1986","6","10"
"3685","1986","6","11"
"3686","1986","6","12"
"3687","1986","6","13"
"3688","1986","6","14"
"3689","1986","6","15"
"3690","1986","6","16"
"3691","1986","6","17"
"3692","1986","6","18"
"3693","1986","6","19"
"3694","1986","6","20"
"3695","1986","6","21"
"3696","1986","6","22"
"3697","1986","6","23"
"3698","1986","6","24"
"3699","1986","6","25"
"3700","1986","6","26"
"3701","1986","6","27"
"3702","1986","6","28"
"3703","1986","6","29"
"3704","1986","6","30"
"3705","1986","7","1"
"3706","1986","7","3"
"3707","1986","7","4"
"3708","1986","7","5"
"3709","1986","7","6"
"3710","1986","7","7"
"3711","1986","7","8"
"3712","1986","7","9"
"3713","1986","7","10"
"3714","1986","7","11"
"3715","1986","7","12"
"3716","1986","7","14"
"3717","1986","7","15"
"3718","1986","7","17"
"3719","1986","7","18"
"3720","1986","7","21"
"3721","1986","7","22"
"3722","1986","7","23"
"3723","1986","7","24"
"3724","1986","7","25"
"3725","1986","7","26"
"3726","1986","7","27"
"3727","1986","7","28"
"3728","1986","7","29"
"3729","1986","7","30"
"3730","1986","7","31"
"3731","1986","8","1"
"3732","1986","8","2"
"3733","1986","8","3"
"3734","1986","8","4"
"3735","1986","8","5"
"3736","1986","8","6"
"3737","1986","8","7"
"3738","1986","8","8"
"3739","1986","8","9"
"3740","1986","8","10"
"3741","1986","8","11"
"3742","1986","8","12"
"3743","1986","8","13"
"3744","1986","8","14"
"3745","1986","8","15"
"3746","1986","8","16"
"3747","1986","8","17"
"3748","1986","8","18"
"3749","1986","8","19"
"3750","1986","8","20"
"3751","1986","8","21"
"3752","1986","8","24"
"3753","1986","8","25"
"3754","1986","8","26"
"3755","1986","8","27"
"3756","1986","8","28"
"3757","1986","8","29"
"3758","1986","8","30"
"3759","1986","8","31"
"3760","1986","9","2"
"3761","1986","9","3"
"3762","1986","9","4"
"3763","1986","9","5"
"3764","1986","9","6"
"3765","1986","9","7"
"3766","1986","9","8"
"3767","1986","9","9"
"3768","1986","9","10"
"3769","1986","9","11"
"3770","1986","9","12"
"3771","1986","9","13"
"3772","1986","9","14"
"3773","1986","9","15"
"3774","1986","9","16"
"3775","1986","9","17"
"3776","1986","9","18"
"3777","1986","9","19"
"3778","1986","9","20"
"3779","1986","9","22"
"3780","1986","9","24"
"3781","1986","9","25"
"3782","1986","9","26"
"3783","1986","9","27"
"3784","1986","9","29"
"3785","1986","9","30"
"3786","1986","10","0"
"3787","1986","10","1"
"3788","1986","10","2"
"3789","1986","10","3"
"3790","1986","10","4"
"3791","1986","10","5"
"3792","1986","10","6"
"3793","1986","10","7"
"3794","1986","10","8"
"3795","1986","10","10"
"3796","1986","10","11"
"3797","1986","10","12"
"3798","1986","10","14"
"3799","1986","10","15"
"3800","1986","10","16"
"3801","1986","10","17"
"3802","1986","10","18"
"3803","1986","10","19"
"3804","1986","10","20"
"3805","1986","10","21"
"3806","1986","10","22"
"3807","1986","10","23"
"3808","1986","10","24"
"3809","1986","10","25"
"3810","1986","10","26"
"3811","1986","10","27"
"3812","1986","10","28"
"3813","1986","10","29"
"3814","1986","10","31"
"3815","1986","11","1"
"3816","1986","11","2"
"3817","1986","11","3"
"3818","1986","11","4"
"3819","1986","11","5"
"3820","1986","11","6"
"3821","1986","11","7"
"3822","1986","11","8"
"3823","1986","11","9"
"3824","1986","11","10"
"3825","1986","11","11"
"3826","1986","11","12"
"3827","1986","11","13"
"3828","1986","11","14"
"3829","1986","11","15"
"3830","1986","11","16"
"3831","1986","11","17"
"3832","1986","11","18"
"3833","1986","11","19"
"3834","1986","11","20"
"3835","1986","11","21"
"3836","1986","11","23"
"3837","1986","11","25"
"3838","1986","11","28"
"3839","1986","11","29"
"3840","1986","11","30"
"3841","1986","12","1"
"3842","1986","12","3"
"3843","1986","12","4"
"3844","1986","12","5"
"3845","1986","12","7"
"3846","1986","12","10"
"3847","1986","12","11"
"3848","1986","12","12"
"3849","1986","12","14"
"3850","1986","12","15"
"3851","1986","12","16"
"3852","1986","12","19"
"3853","1986","12","20"
"3854","1986","12","21"
"3855","1986","12","22"
"3856","1986","12","24"
"3857","1986","12","25"
"3858","1986","12","28"
"3859","1986","12","31"
"3860","1987","1","1"
"3861","1987","1","2"
"3862","1987","1","3"
"3863","1987","1","4"
"3864","1987","1","5"
"3865","1987","1","6"
"3866","1987","1","7"
"3867","1987","1","8"
"3868","1987","1","9"
"3869","1987","1","10"
"3870","1987","1","12"
"3871","1987","1","13"
"3872","1987","1","14"
"3873","1987","1","15"
"3874","1987","1","16"
"3875","1987","1","17"
"3876","1987","1","18"
"3877","1987","1","19"
"3878","1987","1","20"
"3879","1987","1","21"
"3880","1987","1","22"
"3881","1987","1","23"
"3882","1987","1","24"
"3883","1987","1","26"
"3884","1987","1","27"
"3885","1987","1","28"
"3886","1987","1","31"
"3887","1987","2","1"
"3888","1987","2","2"
"3889","1987","2","4"
"3890","1987","2","5"
"3891","1987","2","7"
"3892","1987","2","8"
"3893","1987","2","9"
"3894","1987","2","10"
"3895","1987","2","11"
"3896","1987","2","12"
"3897","1987","2","15"
"3898","1987","2","16"
"3899","1987","2","17"
"3900","1987","2","18"
"3901","1987","2","19"
"3902","1987","2","20"
"3903","1987","2","21"
"3904","1987","2","23"
"3905","1987","2","24"
"3906","1987","2","25"
"3907","1987","2","26"
"3908","1987","2","27"
"3909","1987","2","28"
"3910","1987","3","1"
"3911","1987","3","2"
"3912","1987","3","4"
"3913","1987","3","5"
"3914","1987","3","7"
"3915","1987","3","8"
"3916","1987","3","9"
"3917","1987","3","10"
"3918","1987","3","11"
"3919","1987","3","12"
"3920","1987","3","13"
"3921","1987","3","14"
"3922","1987","3","15"
"3923","1987","3","16"
"3924","1987","3","17"
"3925","1987","3","18"
"3926","1987","3","19"
"3927","1987","3","20"
"3928","1987","3","22"
"3929","1987","3","24"
"3930","1987","3","26"
"3931","1987","3","27"
"3932","1987","3","29"
"3933","1987","3","30"
"3934","1987","3","31"
"3935","1987","4","1"
"3936","1987","4","2"
"3937","1987","4","3"
"3938","1987","4","4"
"3939","1987","4","5"
"3940","1987","4","6"
"3941","1987","4","7"
"3942","1987","4","8"
"3943","1987","4","9"
"3944","1987","4","10"
"3945","1987","4","11"
"3946","1987","4","12"
"3947","1987","4","13"
"3948","1987","4","14"
"3949","1987","4","15"
"3950","1987","4","16"
"3951","1987","4","19"
"3952","1987","4","20"
"3953","1987","4","21"
"3954","1987","4","22"
"3955","1987","4","23"
"3956","1987","4","24"
"3957","1987","4","25"
"3958","1987","4","27"
"3959","1987","4","28"
"3960","1987","4","29"
"3961","1987","4","30"
"3962","1987","5","1"
"3963","1987","5","4"
"3964","1987","5","5"
"3965","1987","5","6"
"3966","1987","5","7"
"3967","1987","5","8"
"3968","1987","5","9"
"3969","1987","5","10"
"3970","1987","5","11"
"3971","1987","5","12"
"3972","1987","5","13"
"3973","1987","5","14"
"3974","1987","5","15"
"3975","1987","5","16"
"3976","1987","5","17"
"3977","1987","5","19"
"3978","1987","5","20"
"3979","1987","5","21"
"3980","1987","5","22"
"3981","1987","5","23"
"3982","1987","5","24"
"3983","1987","5","25"
"3984","1987","5","27"
"3985","1987","5","28"
"3986","1987","5","30"
"3987","1987","6","1"
"3988","1987","6","2"
"3989","1987","6","4"
"3990","1987","6","5"
"3991","1987","6","6"
"3992","1987","6","7"
