"lid","country","region","provstate","city"
"42","Afghanistan","South Asia","Badghis","Malmanji"
"43","Afghanistan","South Asia","Badghis","Marchak"
"44","Afghanistan","South Asia","Badghis","Miranzai"
"45","Afghanistan","South Asia","Badghis","Morghab district"
"46","Afghanistan","South Asia","Badghis","Muqur"
"47","Afghanistan","South Asia","Badghis","Muqur district"
"48","Afghanistan","South Asia","Badghis","Murghab district"
"49","Afghanistan","South Asia","Badghis","Puli Khumri"
"50","Afghanistan","South Asia","Badghis","Qades"
"51","Afghanistan","South Asia","Badghis","Qadis"
"52","Afghanistan","South Asia","Badghis","Qadis district"
"53","Afghanistan","South Asia","Badghis","Qaraghel"
"54","Afghanistan","South Asia","Badghis","Tewar"
"55","Afghanistan","South Asia","Badghis","Unknown"
"56","Afghanistan","South Asia","Baghlan","Ahmadzai"
"57","Afghanistan","South Asia","Baghlan","Alawudin-Mangal"
"58","Afghanistan","South Asia","Baghlan","Amer Sher Ali"
"59","Afghanistan","South Asia","Baghlan","Baba Nazar"
"60","Afghanistan","South Asia","Baghlan","Bagh-e Shamal"
"61","Afghanistan","South Asia","Baghlan","Baghlan"
"62","Afghanistan","South Asia","Baghlan","Baghlan district"
"63","Afghanistan","South Asia","Baghlan","Baghlani Jadid district"
"64","Afghanistan","South Asia","Baghlan","Bano district"
"65","Afghanistan","South Asia","Baghlan","Borka"
"66","Afghanistan","South Asia","Baghlan","Burka district"
"67","Afghanistan","South Asia","Baghlan","Cement"
"68","Afghanistan","South Asia","Baghlan","Chahar Shanbeh Tepa"
"69","Afghanistan","South Asia","Baghlan","Cham Qala"
"70","Afghanistan","South Asia","Baghlan","Chashma Sher"
"71","Afghanistan","South Asia","Baghlan","Chowk-e-Pashtunistan"
"72","Afghanistan","South Asia","Baghlan","Dahana-i-Ghuri"
"73","Afghanistan","South Asia","Baghlan","Dahana-i-Ghuri district"
"74","Afghanistan","South Asia","Baghlan","Dand-e-Ghori"
"75","Afghanistan","South Asia","Baghlan","Dashtak"
"76","Afghanistan","South Asia","Baghlan","Dushi district"
"77","Afghanistan","South Asia","Baghlan","Falol"
"78","Afghanistan","South Asia","Baghlan","Gadanha"
"79","Afghanistan","South Asia","Baghlan","Hazhdar Kotal"
"80","Afghanistan","South Asia","Baghlan","Hussainkhel"
"81","Afghanistan","South Asia","Baghlan","Jar Khoshk"
"82","Afghanistan","South Asia","Baghlan","Jungle Bagh"
"83","Afghanistan","South Asia","Baghlan","Kelagay"
"84","Afghanistan","South Asia","Baghlan","Keshabad"
"85","Afghanistan","South Asia","Baghlan","Khawja Alwan"
"86","Afghanistan","South Asia","Baghlan","Khenjan"
"87","Afghanistan","South Asia","Baghlan","Khinjan"
"88","Afghanistan","South Asia","Baghlan","Khwaja Alwan"
"89","Afghanistan","South Asia","Baghlan","Khwaja Zaid"
"90","Afghanistan","South Asia","Baghlan","Logari"
"91","Afghanistan","South Asia","Baghlan","Nahrin"
"92","Afghanistan","South Asia","Baghlan","Nahrin district"
"93","Afghanistan","South Asia","Baghlan","Nawrozak"
"94","Afghanistan","South Asia","Baghlan","Panj Shiri"
"95","Afghanistan","South Asia","Baghlan","Puli Khumri"
"96","Afghanistan","South Asia","Baghlan","Puli Khumri district"
"97","Afghanistan","South Asia","Baghlan","Qaysar Khel"
"98","Afghanistan","South Asia","Baghlan","Salang"
"99","Afghanistan","South Asia","Baghlan","Sangsolakh"
"100","Afghanistan","South Asia","Baghlan","Shahabuddin"
"101","Afghanistan","South Asia","Baghlan","Shahi Khel"
"102","Afghanistan","South Asia","Baghlan","Tala Wa Barfak district"
"103","Afghanistan","South Asia","Baghlan","Tangi Murch"
"104","Afghanistan","South Asia","Baghlan","Tara Khel"
"105","Afghanistan","South Asia","Baghlan","Tawah Shakh"
"106","Afghanistan","South Asia","Baghlan","Totakhil"
"107","Afghanistan","South Asia","Baghlan","Unknown"
"108","Afghanistan","South Asia","Balkh","Arabmazari"
"109","Afghanistan","South Asia","Balkh","Balkh"
"110","Afghanistan","South Asia","Balkh","Balkh district"
"111","Afghanistan","South Asia","Balkh","Balo"
"112","Afghanistan","South Asia","Balkh","Chahar Bolak"
"113","Afghanistan","South Asia","Balkh","Chahar Bolak district"
"114","Afghanistan","South Asia","Balkh","Chehla Tao Area"
"115","Afghanistan","South Asia","Balkh","Chemtal"
"116","Afghanistan","South Asia","Balkh","Chimtal district"
"117","Afghanistan","South Asia","Balkh","Dawlatabad"
"118","Afghanistan","South Asia","Balkh","Dawlatabad district"
"119","Afghanistan","South Asia","Balkh","Dehdadi district"
"120","Afghanistan","South Asia","Balkh","Kaldar district"
"121","Afghanistan","South Asia","Balkh","Kholm"
"122","Afghanistan","South Asia","Balkh","Khulm district"
"123","Afghanistan","South Asia","Balkh","Khwajah Baran"
"124","Afghanistan","South Asia","Balkh","Mazari Sharif"
"125","Afghanistan","South Asia","Balkh","Nahri Shahi district"
"126","Afghanistan","South Asia","Balkh","Naw Shahr-e-Baluch"
"127","Afghanistan","South Asia","Balkh","Qoch Qazal"
"128","Afghanistan","South Asia","Balkh","Sholgara"
"129","Afghanistan","South Asia","Balkh","Toqi"
"130","Afghanistan","South Asia","Balkh","Unknown"
"131","Afghanistan","South Asia","Balkh","Zari district"
"132","Afghanistan","South Asia","Bamyan","Do Abi"
"133","Afghanistan","South Asia","Bamyan","Ghandak"
"134","Afghanistan","South Asia","Bamyan","Ghoramch"
"135","Afghanistan","South Asia","Bamyan","Panjab district"
"136","Afghanistan","South Asia","Bamyan","Shibar"
"137","Afghanistan","South Asia","Bamyan","Shibar district"
"138","Afghanistan","South Asia","Bamyan","Unknown"
"139","Afghanistan","South Asia","Daykundi","Gizab"
"140","Afghanistan","South Asia","Daykundi","Gizab district"
"141","Afghanistan","South Asia","Daykundi","Kajran district"
"142","Afghanistan","South Asia","Daykundi","Tangi Kajran"
"143","Afghanistan","South Asia","Daykundi","Unknown"
"144","Afghanistan","South Asia","Farah","Alyasabad"
"145","Afghanistan","South Asia","Farah","Anar Dara district"
"146","Afghanistan","South Asia","Farah","Bakhsh Abad"
"147","Afghanistan","South Asia","Farah","Bakwa"
"148","Afghanistan","South Asia","Farah","Bakwa district"
"149","Afghanistan","South Asia","Farah","Bala Baluk district"
"150","Afghanistan","South Asia","Farah","Bala Buluk district"
"151","Afghanistan","South Asia","Farah","Barangak"
"152","Afghanistan","South Asia","Farah","Chahar Dara"
"153","Afghanistan","South Asia","Farah","Chaplati"
"154","Afghanistan","South Asia","Farah","Charmas"
"155","Afghanistan","South Asia","Farah","Chuck"
"156","Afghanistan","South Asia","Farah","Dahak"
"157","Afghanistan","South Asia","Farah","Daulat Abad"
"158","Afghanistan","South Asia","Farah","Dehzak"
"159","Afghanistan","South Asia","Farah","Dezak"
"160","Afghanistan","South Asia","Farah","Dorahi"
"161","Afghanistan","South Asia","Farah","Dorja"
"162","Afghanistan","South Asia","Farah","Dukin"
"163","Afghanistan","South Asia","Farah","Faizabad"
"164","Afghanistan","South Asia","Farah","Farah"
"165","Afghanistan","South Asia","Farah","Farah Rud"
"166","Afghanistan","South Asia","Farah","Gest"
"167","Afghanistan","South Asia","Farah","Ghorghori"
"168","Afghanistan","South Asia","Farah","Gulistan district"
"169","Afghanistan","South Asia","Farah","Jinkhani"
"170","Afghanistan","South Asia","Farah","Kajgin"
"171","Afghanistan","South Asia","Farah","Kalata-i-Nazar"
"172","Afghanistan","South Asia","Farah","Kanisk"
"173","Afghanistan","South Asia","Farah","Kansak"
"174","Afghanistan","South Asia","Farah","Karwangah"
"175","Afghanistan","South Asia","Farah","Khaki Safed"
"176","Afghanistan","South Asia","Farah","Khaki Safed district"
"177","Afghanistan","South Asia","Farah","Khormaleq"
"178","Afghanistan","South Asia","Farah","Khormalol"
"179","Afghanistan","South Asia","Farah","Khuhkaba"
"180","Afghanistan","South Asia","Farah","Koragaz"
"181","Afghanistan","South Asia","Farah","Korghan"
"182","Afghanistan","South Asia","Farah","Lakhshak"
"183","Afghanistan","South Asia","Farah","Lash Wa Juwayn"
"184","Afghanistan","South Asia","Farah","Lash Wa Juwayn district"
"185","Afghanistan","South Asia","Farah","Lash-e Joveyn"
"186","Afghanistan","South Asia","Farah","Lashkak"
"187","Afghanistan","South Asia","Farah","Masao"
"188","Afghanistan","South Asia","Farah","Masawa"
"189","Afghanistan","South Asia","Farah","Mir'ali"
"190","Afghanistan","South Asia","Farah","Missezai"
"191","Afghanistan","South Asia","Farah","Momin Abad"
"192","Afghanistan","South Asia","Farah","Nahlak"
"193","Afghanistan","South Asia","Farah","Nahri Saya"
"194","Afghanistan","South Asia","Farah","Nalek"
"195","Afghanistan","South Asia","Farah","Naw Bahar"
"196","Afghanistan","South Asia","Farah","Now Bahar"
"197","Afghanistan","South Asia","Farah","Panjgow"
"198","Afghanistan","South Asia","Farah","Pashmaki"
"199","Afghanistan","South Asia","Farah","Pur Chaman district"
"200","Afghanistan","South Asia","Farah","Pusht Koh"
"201","Afghanistan","South Asia","Farah","Pusht Rod"
"202","Afghanistan","South Asia","Farah","Pusht Rod district"
"203","Afghanistan","South Asia","Farah","Pusht-e-Koh district"
"204","Afghanistan","South Asia","Farah","Qala Kah district"
"205","Afghanistan","South Asia","Farah","Qala Sher"
"206","Afghanistan","South Asia","Farah","Raj"
"207","Afghanistan","South Asia","Farah","Ranj"
"208","Afghanistan","South Asia","Farah","Saj"
"209","Afghanistan","South Asia","Farah","Sarmoshkan"
"210","Afghanistan","South Asia","Farah","Shahr-e Kuhnah"
"211","Afghanistan","South Asia","Farah","Shahr-e-Kohna"
"212","Afghanistan","South Asia","Farah","Shahre Kohna"
"213","Afghanistan","South Asia","Farah","Shamal Gah"
"214","Afghanistan","South Asia","Farah","Sheikh Lala"
"215","Afghanistan","South Asia","Farah","Shewan"
"216","Afghanistan","South Asia","Farah","Shib Koh district"
"217","Afghanistan","South Asia","Farah","Shirwan"
"218","Afghanistan","South Asia","Farah","Spin Masjid"
"219","Afghanistan","South Asia","Farah","Sur"
"220","Afghanistan","South Asia","Farah","Sur Dewal"
"221","Afghanistan","South Asia","Farah","Syah Koshah"
"222","Afghanistan","South Asia","Farah","Tajak"
"223","Afghanistan","South Asia","Farah","Takht-i-Tewsak"
"224","Afghanistan","South Asia","Farah","Tank Muhammad Essa"
"225","Afghanistan","South Asia","Farah","Tapa-i-Khwaharan"
"226","Afghanistan","South Asia","Farah","Toot Chakao"
"227","Afghanistan","South Asia","Farah","Tooto-Char"
"228","Afghanistan","South Asia","Farah","Unknown"
"229","Afghanistan","South Asia","Faryab","Aabgarmak"
"230","Afghanistan","South Asia","Faryab","Almar"
"231","Afghanistan","South Asia","Faryab","Almar district"
"232","Afghanistan","South Asia","Faryab","Andkhoy district"
"233","Afghanistan","South Asia","Faryab","Bai Moghini"
"234","Afghanistan","South Asia","Faryab","Balchiragh"
"235","Afghanistan","South Asia","Faryab","Bandar"
"236","Afghanistan","South Asia","Faryab","Bilchiragh district"
"237","Afghanistan","South Asia","Faryab","Bukhari Qala"
"238","Afghanistan","South Asia","Faryab","Chaghatak"
"239","Afghanistan","South Asia","Faryab","Chahar Bagh"
"240","Afghanistan","South Asia","Faryab","Chahar Shangho"
"241","Afghanistan","South Asia","Faryab","Chechkatu"
"242","Afghanistan","South Asia","Faryab","Dawlatabad"
"243","Afghanistan","South Asia","Faryab","Dawlatabad district"
"244","Afghanistan","South Asia","Faryab","Deh-Jawz"
"245","Afghanistan","South Asia","Faryab","Dewana Khan"
"246","Afghanistan","South Asia","Faryab","Dewana Khana"
"247","Afghanistan","South Asia","Faryab","Doabi"
"248","Afghanistan","South Asia","Faryab","Dong Qala"
"249","Afghanistan","South Asia","Faryab","Faizabad"
"250","Afghanistan","South Asia","Faryab","Ghalbyan"
"251","Afghanistan","South Asia","Faryab","Ghormach"
"252","Afghanistan","South Asia","Faryab","Ghormach district"
"253","Afghanistan","South Asia","Faryab","Ghulbian"
"254","Afghanistan","South Asia","Faryab","Ghurmach"
"255","Afghanistan","South Asia","Faryab","Gordzad"
"256","Afghanistan","South Asia","Faryab","Gurziwan district"
"257","Afghanistan","South Asia","Faryab","Jalgaldi"
"258","Afghanistan","South Asia","Faryab","Kanjak"
"259","Afghanistan","South Asia","Faryab","Kanjo"
"260","Afghanistan","South Asia","Faryab","Karez I Qala"
"261","Afghanistan","South Asia","Faryab","Khawaja Kainti"
"262","Afghanistan","South Asia","Faryab","Khawaja Namusa"
"263","Afghanistan","South Asia","Faryab","Khawaja Namusi"
"264","Afghanistan","South Asia","Faryab","Khoja Sabz Posh"
"265","Afghanistan","South Asia","Faryab","Khwaja Namosi"
"266","Afghanistan","South Asia","Faryab","Khwaja Sabz Posh district"
"267","Afghanistan","South Asia","Faryab","Koh Sayad"
"268","Afghanistan","South Asia","Faryab","Kohistan district"
"269","Afghanistan","South Asia","Faryab","Kotal Garzad"
"270","Afghanistan","South Asia","Faryab","Kunjak"
"271","Afghanistan","South Asia","Faryab","Kusah Qala"
"272","Afghanistan","South Asia","Faryab","Maymana"
"273","Afghanistan","South Asia","Faryab","Maymana district"
"274","Afghanistan","South Asia","Faryab","Mughali"
"275","Afghanistan","South Asia","Faryab","Pahlawan Tash"
"276","Afghanistan","South Asia","Faryab","Pashtun Kot"
"277","Afghanistan","South Asia","Faryab","Pashtun Kot district"
"278","Afghanistan","South Asia","Faryab","Qala-i-Khan"
"279","Afghanistan","South Asia","Faryab","Qaramqol district"
"280","Afghanistan","South Asia","Faryab","Qaysar"
"281","Afghanistan","South Asia","Faryab","Qaysar district"
"282","Afghanistan","South Asia","Faryab","Qazaq"
"283","Afghanistan","South Asia","Faryab","Qezel Kotal"
"284","Afghanistan","South Asia","Faryab","Qurghan district"
"285","Afghanistan","South Asia","Faryab","Shakh"
"286","Afghanistan","South Asia","Faryab","Sheerank"
"287","Afghanistan","South Asia","Faryab","Sheikhan"
"288","Afghanistan","South Asia","Faryab","Shekhano"
"289","Afghanistan","South Asia","Faryab","Shirin Tagab"
"290","Afghanistan","South Asia","Faryab","Shirin Tagab district"
"291","Afghanistan","South Asia","Faryab","Tash Kala"
"292","Afghanistan","South Asia","Faryab","Tash Qala"
"293","Afghanistan","South Asia","Faryab","Tijam"
"294","Afghanistan","South Asia","Faryab","Timir Koprik"
"295","Afghanistan","South Asia","Faryab","Tort Atai"
"296","Afghanistan","South Asia","Faryab","Unknown"
"297","Afghanistan","South Asia","Faryab","Yaka Tut"
"298","Afghanistan","South Asia","Faryab","Yati Aregh area"
"299","Afghanistan","South Asia","Faryab","Youkhan"
"300","Afghanistan","South Asia","Ghazni","Ab Band"
"301","Afghanistan","South Asia","Ghazni","Ab Band district"
"302","Afghanistan","South Asia","Ghazni","Abu Jan"
"303","Afghanistan","South Asia","Ghazni","Aghajan"
"304","Afghanistan","South Asia","Ghazni","Ajristan"
"305","Afghanistan","South Asia","Ghazni","Ajristan district"
"306","Afghanistan","South Asia","Ghazni","Alam Khel"
"307","Afghanistan","South Asia","Ghazni","Ali Kala"
"308","Afghanistan","South Asia","Ghazni","Alizay"
"309","Afghanistan","South Asia","Ghazni","Amin Qala"
"310","Afghanistan","South Asia","Ghazni","Andar"
"311","Afghanistan","South Asia","Ghazni","Andar district"
"312","Afghanistan","South Asia","Ghazni","Arzo"
"313","Afghanistan","South Asia","Ghazni","Atul"
"314","Afghanistan","South Asia","Ghazni","Badwan"
"315","Afghanistan","South Asia","Ghazni","Bahrami Shahid district"
"316","Afghanistan","South Asia","Ghazni","Bakhtiar"
"317","Afghanistan","South Asia","Ghazni","Barah Kala"
"318","Afghanistan","South Asia","Ghazni","Bila Khel"
"319","Afghanistan","South Asia","Ghazni","Botakhel"
"320","Afghanistan","South Asia","Ghazni","Chahar Dewali"
"321","Afghanistan","South Asia","Ghazni","Chahardiwal"
"322","Afghanistan","South Asia","Ghazni","Chambaran"
"323","Afghanistan","South Asia","Ghazni","Chardahi"
"324","Afghanistan","South Asia","Ghazni","Cherli"
"325","Afghanistan","South Asia","Ghazni","Dalan"
"326","Afghanistan","South Asia","Ghazni","Dara Qayaq"
"327","Afghanistan","South Asia","Ghazni","Dehak"
"328","Afghanistan","South Asia","Ghazni","Dih Yak"
"329","Afghanistan","South Asia","Ghazni","Dih Yak district"
"330","Afghanistan","South Asia","Ghazni","Ebrahimkhel"
"331","Afghanistan","South Asia","Ghazni","Ezatkhel"
"332","Afghanistan","South Asia","Ghazni","Gandaher"
"333","Afghanistan","South Asia","Ghazni","Gelan district"
"334","Afghanistan","South Asia","Ghazni","Ghatan"
"335","Afghanistan","South Asia","Ghazni","Ghazni"
"336","Afghanistan","South Asia","Ghazni","Ghbargloni"
"337","Afghanistan","South Asia","Ghazni","Gilan"
"338","Afghanistan","South Asia","Ghazni","Giro district"
"339","Afghanistan","South Asia","Ghazni","Godaley"
"340","Afghanistan","South Asia","Ghazni","Habib"
"341","Afghanistan","South Asia","Ghazni","Haji Khel"
"342","Afghanistan","South Asia","Ghazni","Herat"
"343","Afghanistan","South Asia","Ghazni","Jabarwal"
"344","Afghanistan","South Asia","Ghazni","Jaghatu district"
"345","Afghanistan","South Asia","Ghazni","Jamal Kala"
"346","Afghanistan","South Asia","Ghazni","Jungle"
"347","Afghanistan","South Asia","Ghazni","Kharr Kali"
"348","Afghanistan","South Asia","Ghazni","Khawzai"
"349","Afghanistan","South Asia","Ghazni","Kher"
"350","Afghanistan","South Asia","Ghazni","Khwaja Umari"
"351","Afghanistan","South Asia","Ghazni","Khwaja Umari district"
"352","Afghanistan","South Asia","Ghazni","Kundar"
"353","Afghanistan","South Asia","Ghazni","Laghawat"
"354","Afghanistan","South Asia","Ghazni","Malistan district"
"355","Afghanistan","South Asia","Ghazni","Manar"
"356","Afghanistan","South Asia","Ghazni","Mast Qala"
"357","Afghanistan","South Asia","Ghazni","Mazar"
"358","Afghanistan","South Asia","Ghazni","Mir Khan"
"359","Afghanistan","South Asia","Ghazni","Mirazar"
"360","Afghanistan","South Asia","Ghazni","Miri"
"361","Afghanistan","South Asia","Ghazni","Mirkhan"
"362","Afghanistan","South Asia","Ghazni","Mohkam"
"363","Afghanistan","South Asia","Ghazni","Moqori"
"364","Afghanistan","South Asia","Ghazni","Muqur"
"365","Afghanistan","South Asia","Ghazni","Muqur district"
"366","Afghanistan","South Asia","Ghazni","Nawa district"
"367","Afghanistan","South Asia","Ghazni","Nawabad"
"368","Afghanistan","South Asia","Ghazni","Nazarwal"
"369","Afghanistan","South Asia","Ghazni","Pas Hesar"
"370","Afghanistan","South Asia","Ghazni","Perak"
"371","Afghanistan","South Asia","Ghazni","Qala Jawz"
"372","Afghanistan","South Asia","Ghazni","Qarabagh"
"373","Afghanistan","South Asia","Ghazni","Qarabagh district"
"374","Afghanistan","South Asia","Ghazni","Qiaq"
"375","Afghanistan","South Asia","Ghazni","Qisas"
"376","Afghanistan","South Asia","Ghazni","Qurabagh district"
"377","Afghanistan","South Asia","Ghazni","Rabat"
"378","Afghanistan","South Asia","Ghazni","Rabt"
"379","Afghanistan","South Asia","Ghazni","Rashid Khel"
"380","Afghanistan","South Asia","Ghazni","Rashidan district"
"381","Afghanistan","South Asia","Ghazni","Rawza"
"382","Afghanistan","South Asia","Ghazni","Sar-e Hawza"
"383","Afghanistan","South Asia","Ghazni","Shah Ghasi"
"384","Afghanistan","South Asia","Ghazni","Shahbaz"
"385","Afghanistan","South Asia","Ghazni","Shahkhog"
"386","Afghanistan","South Asia","Ghazni","Shir Kala"
"387","Afghanistan","South Asia","Ghazni","Spedar"
"388","Afghanistan","South Asia","Ghazni","Torgul"
"389","Afghanistan","South Asia","Ghazni","Unknown"
"390","Afghanistan","South Asia","Ghazni","Waghaz"
"391","Afghanistan","South Asia","Ghazni","Waghaz district"
"392","Afghanistan","South Asia","Ghazni","Wahab Kala"
"393","Afghanistan","South Asia","Ghazni","Wali Muhammadi Shahid district"
"394","Afghanistan","South Asia","Ghazni","Zana Khan district"
"395","Afghanistan","South Asia","Ghazni","Zarkashan"
"396","Afghanistan","South Asia","Ghor","Ahangaran"
"397","Afghanistan","South Asia","Ghor","Barakhanah"
"398","Afghanistan","South Asia","Ghor","Chaghcharan"
"399","Afghanistan","South Asia","Ghor","Chaghcharan district"
"400","Afghanistan","South Asia","Ghor","Chaharsadda district"
"401","Afghanistan","South Asia","Ghor","Charsada district"
"402","Afghanistan","South Asia","Ghor","Charsadda"
"403","Afghanistan","South Asia","Ghor","Dawlat Yar district"
"404","Afghanistan","South Asia","Ghor","Du Layna"
"405","Afghanistan","South Asia","Ghor","Du Layna district"
"406","Afghanistan","South Asia","Ghor","Faqirabad"
"407","Afghanistan","South Asia","Ghor","Feroz Koh"
"408","Afghanistan","South Asia","Ghor","Ghalmin"
"409","Afghanistan","South Asia","Ghor","Kata Chishma"
"410","Afghanistan","South Asia","Ghor","Murghab"
"411","Afghanistan","South Asia","Ghor","Nawi Apand"
"412","Afghanistan","South Asia","Ghor","Oshan"
"413","Afghanistan","South Asia","Ghor","Pasaband district"
"414","Afghanistan","South Asia","Ghor","Pasawand"
"415","Afghanistan","South Asia","Ghor","Qarghah Now"
"416","Afghanistan","South Asia","Ghor","Saghar district"
"417","Afghanistan","South Asia","Ghor","Shahrak district"
"418","Afghanistan","South Asia","Ghor","Taywara"
"419","Afghanistan","South Asia","Ghor","Taywara district"
"420","Afghanistan","South Asia","Ghor","Unknown"
"421","Afghanistan","South Asia","Ghor","Zarafshan"
"422","Afghanistan","South Asia","Helmand","Adam Khan"
"423","Afghanistan","South Asia","Helmand","Ainak"
"424","Afghanistan","South Asia","Helmand","Amanullah Karez"
"425","Afghanistan","South Asia","Helmand","Anar Shela"
"426","Afghanistan","South Asia","Helmand","Awpashak"
"427","Afghanistan","South Asia","Helmand","Aynak"
"428","Afghanistan","South Asia","Helmand","Balochan"
"429","Afghanistan","South Asia","Helmand","Band-e Barq"
"430","Afghanistan","South Asia","Helmand","Bartaka"
"431","Afghanistan","South Asia","Helmand","Basharan"
"432","Afghanistan","South Asia","Helmand","Bawario"
"433","Afghanistan","South Asia","Helmand","Bolan"
"434","Afghanistan","South Asia","Helmand","Chanjeer"
"435","Afghanistan","South Asia","Helmand","Chughali"
"436","Afghanistan","South Asia","Helmand","Deh Adam Khan"
"437","Afghanistan","South Asia","Helmand","Disho district"
"438","Afghanistan","South Asia","Helmand","Dopul"
"439","Afghanistan","South Asia","Helmand","Dorahi"
"440","Afghanistan","South Asia","Helmand","Dorzu"
"441","Afghanistan","South Asia","Helmand","Garmser"
"442","Afghanistan","South Asia","Helmand","Garmser district"
"443","Afghanistan","South Asia","Helmand","Garmsir"
"444","Afghanistan","South Asia","Helmand","Garmsir district"
"445","Afghanistan","South Asia","Helmand","Gereshk"
"446","Afghanistan","South Asia","Helmand","Godar"
"447","Afghanistan","South Asia","Helmand","Haidar Abad"
"448","Afghanistan","South Asia","Helmand","Jazi"
"449","Afghanistan","South Asia","Helmand","Kajaki"
"450","Afghanistan","South Asia","Helmand","Kajaki district"
"451","Afghanistan","South Asia","Helmand","Kamparak"
"452","Afghanistan","South Asia","Helmand","Kando"
"453","Afghanistan","South Asia","Helmand","Karez"
"454","Afghanistan","South Asia","Helmand","Khairabad"
"455","Afghanistan","South Asia","Helmand","Khan Shine"
"456","Afghanistan","South Asia","Helmand","Khannesin"
"457","Afghanistan","South Asia","Helmand","Khannesin district"
"458","Afghanistan","South Asia","Helmand","Khawajin"
"459","Afghanistan","South Asia","Helmand","Khoshal"
"460","Afghanistan","South Asia","Helmand","Khwaja Baba"
"461","Afghanistan","South Asia","Helmand","Kochni Darwishan"
"462","Afghanistan","South Asia","Helmand","Kundir"
"463","Afghanistan","South Asia","Helmand","Lashkar Gah"
"464","Afghanistan","South Asia","Helmand","Loi Manda"
"465","Afghanistan","South Asia","Helmand","Loy Bagh"
"466","Afghanistan","South Asia","Helmand","Loymanda"
"467","Afghanistan","South Asia","Helmand","Mahajir Bazar"
"468","Afghanistan","South Asia","Helmand","Marja"
"469","Afghanistan","South Asia","Helmand","Marjah"
"470","Afghanistan","South Asia","Helmand","Marjah district"
"471","Afghanistan","South Asia","Helmand","Matki"
"472","Afghanistan","South Asia","Helmand","Mirmandab"
"473","Afghanistan","South Asia","Helmand","Mujahir Bazaar"
"474","Afghanistan","South Asia","Helmand","Mukhtar Kala"
"475","Afghanistan","South Asia","Helmand","Musa Qala"
"476","Afghanistan","South Asia","Helmand","Musa Qala District"
"477","Afghanistan","South Asia","Helmand","Nad Ali"
"478","Afghanistan","South Asia","Helmand","Nad Ali district"
"479","Afghanistan","South Asia","Helmand","Nahri Saraj district"
"480","Afghanistan","South Asia","Helmand","Naqilabad"
"481","Afghanistan","South Asia","Helmand","Naw Zad district"
"482","Afghanistan","South Asia","Helmand","Nawa"
"483","Afghanistan","South Asia","Helmand","Nawa-i-Barakzayi district"
"484","Afghanistan","South Asia","Helmand","Nawkarez"
"485","Afghanistan","South Asia","Helmand","Nawzad"
"486","Afghanistan","South Asia","Helmand","Nawzad district"
"487","Afghanistan","South Asia","Helmand","Oz Khushk"
"488","Afghanistan","South Asia","Helmand","Panjaw Qala"
"489","Afghanistan","South Asia","Helmand","Parchawi"
"490","Afghanistan","South Asia","Helmand","Perakhel"
"491","Afghanistan","South Asia","Helmand","Perzo"
"492","Afghanistan","South Asia","Helmand","Popalzai"
"493","Afghanistan","South Asia","Helmand","Qala-e Naw"
"494","Afghanistan","South Asia","Helmand","Qari Sadi"
"495","Afghanistan","South Asia","Helmand","Qasim Karez"
"496","Afghanistan","South Asia","Helmand","Reg district"
"497","Afghanistan","South Asia","Helmand","Regi"
"498","Afghanistan","South Asia","Helmand","Rodpol"
"499","Afghanistan","South Asia","Helmand","Safar"
"500","Afghanistan","South Asia","Helmand","Sangilan"
"501","Afghanistan","South Asia","Helmand","Sangin"
"502","Afghanistan","South Asia","Helmand","Sangin district"
"503","Afghanistan","South Asia","Helmand","Sar Banader"
"504","Afghanistan","South Asia","Helmand","Sarkar"
"505","Afghanistan","South Asia","Helmand","Sarwan Kala"
"506","Afghanistan","South Asia","Helmand","Sayd Abad"
"507","Afghanistan","South Asia","Helmand","Shaban"
"508","Afghanistan","South Asia","Helmand","Shahban"
"509","Afghanistan","South Asia","Helmand","Shakar Shela"
"510","Afghanistan","South Asia","Helmand","Shamazai"
"511","Afghanistan","South Asia","Helmand","Shandak Manda"
"512","Afghanistan","South Asia","Helmand","Sharsharak district"
"513","Afghanistan","South Asia","Helmand","Shaykh Zai"
"514","Afghanistan","South Asia","Helmand","Sheren Jan"
"515","Afghanistan","South Asia","Helmand","Shewan"
"516","Afghanistan","South Asia","Helmand","Shila"
"517","Afghanistan","South Asia","Helmand","Shinkalay"
"518","Afghanistan","South Asia","Helmand","Shor Shorak"
"519","Afghanistan","South Asia","Helmand","Shukvani"
"520","Afghanistan","South Asia","Helmand","Sistani"
"521","Afghanistan","South Asia","Helmand","Takhtapul"
"522","Afghanistan","South Asia","Helmand","Tarko"
"523","Afghanistan","South Asia","Helmand","Tughay"
"524","Afghanistan","South Asia","Helmand","Unknown"
"525","Afghanistan","South Asia","Helmand","Washer district"
"526","Afghanistan","South Asia","Helmand","Washir"
"527","Afghanistan","South Asia","Helmand","Washir district"
"528","Afghanistan","South Asia","Helmand","Wazir Manda"
"529","Afghanistan","South Asia","Helmand","Yakhchal"
"530","Afghanistan","South Asia","Helmand","Zamboli"
"531","Afghanistan","South Asia","Helmand","Zaras"
"532","Afghanistan","South Asia","Herat","Ab-e Jalil"
"533","Afghanistan","South Asia","Herat","Adraskan"
"534","Afghanistan","South Asia","Herat","Adraskan district"
"535","Afghanistan","South Asia","Herat","Ailaf"
"536","Afghanistan","South Asia","Herat","Aliabad"
"537","Afghanistan","South Asia","Herat","Ama Sakineh"
