"gname","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"Hamas (Islamic Resistance Movement)","204","521","2.5539","26","0","2302","11.2843","171","0"
"Hamawand Tribe","1","14","14.0000","14","14","0","0.0000","0","0"
"Hamza Combat Group against Atheism and Heresy","1","0","0.0000","0","0","1","1.0000","1","1"
"Hanchongryun","1","0","0.0000","0","0","30","30.0000","30","30"
"Haqqani Network","41","323","7.8780","58","0","738","18.0000","141","0"
"Harakat al-Nujaba","1","0","0.0000","0","0","0","0.0000","0","0"
"Harakat ul-Mujahidin (HuM)","2","2","1.0000","1","1","5","2.5000","5","0"
"Harakat ul-Mujahidin Al-Almi","1","3","3.0000","3","3","0","0.0000","0","0"
"Harakat-i-Inqilahi-i-Islami","1","1","1.0000","1","1","0","0.0000","0","0"
"Harkat ul Ansar","7","16","2.2857","16","0","51","7.2857","46","0"
"Harkatul Jihad-e-Islami","11","194","17.6364","141","0","552","50.1818","250","0"
"Hasam Movement","9","24","2.6667","6","0","36","4.0000","12","0"
"Hasmoneans (Jewish Settler Group)","1","0","0.0000","0","0","0","0.0000","0","0"
"Hassan Mabkhut Group","2","0","0.0000","0","0","0","0.0000","0","0"
"Hatikvah Leumi or National Hope","1","0","0.0000","0","0","0","0.0000","0","0"
"Hay'at Tahrir al-Sham","9","85","9.4444","33","1","53","5.8889","17","0"
"Hekla Reception Committee-Initiative for More Social Eruptions","1","0","0.0000","0","0","0","0.0000","0","0"
"Hells Angels","1","0","0.0000","0","0","2","2.0000","2","2"
"Hezb-e Wahdat-e Islami-yi Afghanistan","3","0","0.0000","0","0","0","0.0000","0","0"
"Hezbollah","210","549","2.6143","171","0","1038","4.9429","236","0"
"Hezbollah Palestine","1","0","0.0000","0","0","6","6.0000","6","6"
"Hijaz Province of the Islamic State","1","2","2.0000","2","2","12","12.0000","12","12"
"Hill Tiger Force (HTF)","4","1","0.2500","1","0","3","0.7500","3","0"
"Himali Tigers","1","0","0.0000","0","0","0","0.0000","0","0"
"Hindu extremists","9","1","0.1111","1","0","4","0.4444","3","0"
"Hindu Morcha Nepal","2","0","0.0000","0","0","0","0.0000","0","0"
"Hiroyuki Jo","1","1","1.0000","1","1","0","0.0000","0","0"
"Hizb al-Tahrir al-Islami (HT)","2","0","0.0000","0","0","0","0.0000","0","0"
"Hizb-I-Islami","21","41","1.9524","16","0","85","4.0476","40","0"
"Hizb-ul-Ahrar (HuA)","19","25","1.3158","7","0","69","3.6316","9","0"
"Hizballah-Iraq","1","0","0.0000","0","0","0","0.0000","0","0"
"Hizbul al Islam (Somalia)","1","0","0.0000","0","0","0","0.0000","0","0"
"Hizbul Mujahideen (HM)","95","190","2.0000","15","0","488","5.1368","32","0"
"Hmar People's Convention-Democracy (HPC-D)","4","2","0.5000","2","0","0","0.0000","0","0"
"Holy Spirit Movement","3","15","5.0000","13","0","0","0.0000","0","0"
"Houthi extremists (Ansar Allah)","306","935","3.0556","86","0","1920","6.2745","101","0"
"Hubay Qah Group","1","0","0.0000","0","0","0","0.0000","0","0"
"Human Rights Defence Committee","1","0","0.0000","0","0","0","0.0000","0","0"
"Huria Kristen Batak Protestan (HKBP)","2","1","0.5000","1","0","17","8.5000","13","4"
"Hutu extremists","53","2128","40.1509","1180","0","496","9.3585","227","0"
"Hynniewtrep National Liberation Council (HNLC)","1","0","0.0000","0","0","0","0.0000","0","0"
"Iberian Anarchist Federation","1","0","0.0000","0","0","0","0.0000","0","0"
"Iberian Liberation Movement (MIL)","3","1","0.3333","1","0","2","0.6667","2","0"
"Idealist Association","2","0","0.0000","0","0","1","0.5000","1","0"
"Idriss Miskine Group","1","0","0.0000","0","0","25","25.0000","25","25"
"Ijaw extremists","5","5","1.0000","5","0","1","0.2000","1","0"
"Illuminating Paths of Solidarity","6","0","0.0000","0","0","0","0.0000","0","0"
"Imam Shamil Battalion","1","16","16.0000","16","16","63","63.0000","63","63"
"Incel extremists","3","18","6.0000","10","4","29","9.6667","13","7"
"Incendiary Committee of Solidarity for Detainees","1","0","0.0000","0","0","0","0.0000","0","0"
"Independent Armed Revolutionary Commandos (CRIA)","7","0","0.0000","0","0","4","0.5714","1","0"
"Independent Nasserite Movement","1","0","0.0000","0","0","0","0.0000","0","0"
"Independent Peasants Union","2","0","0.0000","0","0","0","0.0000","0","0"
"Indian Mujahideen","34","126","3.7059","17","0","521","15.3235","49","0"
"Indian Tigers","1","0","0.0000","0","0","0","0.0000","0","0"
"Indigenous People of Biafra (IPOB)","2","1","0.5000","1","0","0","0.0000","0","0"
"Indipendenza","10","0","0.0000","0","0","0","0.0000","0","0"
"Individuals Tending Toward Savagery","2","37","18.5000","37","0","102","51.0000","101","1"
"Informal Anarchist Federation","28","0","0.0000","0","0","5","0.1786","1","0"
"Informal Feminist Commando for Anti-authoritarian Action","1","0","0.0000","0","0","0","0.0000","0","0"
"Ingush Rebels","2","10","5.0000","10","0","0","0.0000","0","0"
"Initiative de Resistance Internationaliste","1","0","0.0000","0","0","0","0.0000","0","0"
"Inkatha Freedom Party (IFP)","28","215","7.6786","39","1","56","2.0000","20","0"
"Inkotanyi","2","0","0.0000","0","0","0","0.0000","0","0"
"Institutional Revolutionary Party (PRI)","4","8","2.0000","6","0","2","0.5000","2","0"
"Insurgency Commune","1","1","1.0000","1","1","6","6.0000","6","6"
"Insurgents","3","0","0.0000","0","0","8","2.6667","6","0"
"International Justice Group (Gama'a al-Adela al-Alamiya)","1","1","1.0000","1","1","0","0.0000","0","0"
"International Revolutionary Action Group (GARI)","10","0","0.0000","0","0","0","0.0000","0","0"
"International Revolutionary Front","2","0","0.0000","0","0","0","0.0000","0","0"
"International Revolutionary Solidarity","3","0","0.0000","0","0","0","0.0000","0","0"
"Intifada Martyrs","1","2","2.0000","2","2","5","5.0000","5","5"
"Iparretarrak (IK)","33","0","0.0000","0","0","2","0.0606","1","0"
"Iranian extremists","1","2","2.0000","2","2","0","0.0000","0","0"
"Iranian Militants","1","0","0.0000","0","0","1","1.0000","1","1"
"Iranians","10","0","0.0000","0","0","4","0.4000","2","0"
"Iraq's Jihadist Leagues","1","0","0.0000","0","0","3","3.0000","3","3"
"Iraqi Communists","1","0","0.0000","0","0","0","0.0000","0","0"
"Iraqi extremists","9","21","2.3333","14","0","32","3.5556","24","0"
"Iraqi Islamic Vanguards for National Salvation (IIVNS)","1","1","1.0000","1","1","13","13.0000","13","13"
"Iraqi Mujahideen","2","4","2.0000","3","1","9","4.5000","7","2"
"Iraqi Sunni Extremists","1","6","6.0000","6","6","20","20.0000","20","20"
"Irigwe Militia","1","1","1.0000","1","1","0","0.0000","0","0"
"Irish National Liberation Army (INLA)","27","15","0.5556","1","0","12","0.4444","6","0"
"Irish People's Liberation Organization (IPLO)","10","7","0.7000","1","0","4","0.4000","2","0"
"Irish Republican Army (IRA)","747","404","0.5408","18","0","1958","2.6212","200","0"
"Irish Republican Extremists","8","0","0.0000","0","0","1","0.1250","1","0"
"Irrintzi","1","0","0.0000","0","0","0","0.0000","0","0"
"Islam Liberation Front","1","1","1.0000","1","1","0","0.0000","0","0"
"Islambouli Brigades of al-Qaida","4","111","27.7500","46","10","101","25.2500","51","0"
"Islami Jamiat-e-Talaba (IJT)","2","0","0.0000","0","0","0","0.0000","0","0"
"Islamic Action Organization","1","0","0.0000","0","0","4","4.0000","4","4"
"Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq)","2","12","6.0000","11","1","15","7.5000","9","6"
"Islamic Brotherhood","1","0","0.0000","0","0","0","0.0000","0","0"
"Islamic Companies","1","5","5.0000","5","5","0","0.0000","0","0"
"Islamic Courts Union (ICU)","2","0","0.0000","0","0","4","2.0000","4","0"
"Islamic Defenders' Front (FPI)","2","1","0.5000","1","0","5","2.5000","3","2"
"Islamic Fateh","1","1","1.0000","1","1","1","1.0000","1","1"
"Islamic Front","2","14","7.0000","10","4","33","16.5000","20","13"
"Islamic Front (Syria)","21","49","2.3333","14","0","146","6.9524","24","0"
"Islamic Front for the Liberation of Bahrain","1","0","0.0000","0","0","4","4.0000","4","4"
"Islamic Jihad Group (IJG)","3","7","2.3333","3","2","6","2.0000","4","1"
"Islamic Jihad Organization (Yemen)","1","0","0.0000","0","0","1","1.0000","1","1"
"Islamic Jihad Union (Uzbekistan)","2","3","1.5000","2","1","6","3.0000","3","3"
"Islamic Movement for Change","1","15","15.0000","15","15","50","50.0000","50","50"
"Islamic Movement for the Liberation of Raja","1","41","41.0000","41","41","5","5.0000","5","5"
"Islamic Movement of Kashmir","1","1","1.0000","1","1","0","0.0000","0","0"
"Islamic Movement of Martyrs","1","1","1.0000","1","1","0","0.0000","0","0"
"Islamic Movement of Uzbekistan (IMU)","1","4","4.0000","4","4","25","25.0000","25","25"
"Islamic Mujahidin","2","2","1.0000","1","1","0","0.0000","0","0"
"Islamic Party of Kenya (IPK)","1","0","0.0000","0","0","5","5.0000","5","5"
"Islamic Renewal Movement","1","0","0.0000","0","0","1","1.0000","1","1"
"Islamic Revenge Organization","1","1","1.0000","1","1","2","2.0000","2","2"
"Islamic Revival Movement","1","2","2.0000","2","2","2","2.0000","2","2"
"Islamic Revolutionary Command","1","0","0.0000","0","0","0","0.0000","0","0"
"Islamic Salvation Front (FIS)","85","131","1.5412","15","0","182","2.1412","100","0"
"Islamic Salvation Front (Palestine)","1","0","0.0000","0","0","1","1.0000","1","1"
"Islamic Shashantantra Andolon (ISA)","2","3","1.5000","2","1","125","62.5000","90","35"
"Islamic State in Bangladesh","4","30","7.5000","28","0","46","11.5000","30","3"
"Islamic State in Egypt","14","141","10.0714","31","0","275","19.6429","89","0"
"Islamic State in the Greater Sahara (ISGS)","9","62","6.8889","29","0","36","4.0000","19","0"
"Islamic State of Iraq (ISI)","108","1498","13.8704","102","0","4187","38.7685","552","0"
"Islamic State of Iraq and the Levant (ISIL)","1779","9891","5.5599","670","0","16328","9.1782","1500","0"
"Islamic Swords of Justice in the Land of Ribat","1","0","0.0000","0","0","0","0.0000","0","0"
"Islamic Unification Movement","2","47","23.5000","24","23","300","150.0000","150","150"
"Islamist extremists","85","574","6.7529","49","0","411","4.8353","100","0"
"Israel Militant","1","0","0.0000","0","0","1","1.0000","1","1"
"Israeli extremists","27","2","0.0741","2","0","17","0.6296","6","0"
"Israeli settlers","37","54","1.4595","48","0","114","3.0811","100","0"
"Israeli Terrorist Group","1","0","0.0000","0","0","0","0.0000","0","0"
"Issa and Gurgura Liberation Front","1","100","100.0000","100","100","0","0.0000","0","0"
"Italian Social Movement (MSI)","4","1","0.2500","1","0","0","0.0000","0","0"
"Italians Attacking Policies of the Regional  SVP","1","0","0.0000","0","0","0","0.0000","0","0"
"Ittehad-i-Islami","1","0","0.0000","0","0","0","0.0000","0","0"
"Ivorian Popular Front","1","0","0.0000","0","0","0","0.0000","0","0"
"Jabha East Africa","6","6","1.0000","4","0","8","1.3333","4","0"
"Jacinto Araujo Internationalist Rebel Insurrectionist Brigade","1","0","0.0000","0","0","0","0.0000","0","0"
"Jacques de Molay Group","1","0","0.0000","0","0","0","0.0000","0","0"
"Jadid Al-Qaida Bangladesh (JAQB)","3","0","0.0000","0","0","1","0.3333","1","0"
"Jai Shri Ram Hindu Bhai Group","1","0","0.0000","0","0","0","0.0000","0","0"
"Jaime Bateman Cayon Group (JBC)","1","1","1.0000","1","1","14","14.0000","14","14"
"Jaish al-Adl","4","8","2.0000","3","1","3","0.7500","3","0"
"Jaish al-Fatah (Syria)","5","12","2.4000","6","0","111","22.2000","29","0"
"Jaish al-Mujahideen (Syria)","1","7","7.0000","7","7","13","13.0000","13","13"
"Jaish al-Muslimin (Army of the Muslims)","1","0","0.0000","0","0","0","0.0000","0","0"
"Jaish Tahkim al-Din","1","3","3.0000","3","3","2","2.0000","2","2"
"Jaish Usama","2","2","1.0000","2","0","3","1.5000","2","1"
"Jaish-e-Islam","12","79","6.5833","19","1","109","9.0833","31","0"
"Jaish-e-Khorasan (JeK)","2","2","1.0000","2","0","2","1.0000","2","0"
"Jaish-e-Mohammad (JeM)","22","73","3.3182","31","0","160","7.2727","60","0"
"Jalisco New Generation Cartel (CJNG)","1","0","0.0000","0","0","0","0.0000","0","0"
"Jaljala Army","1","22","22.0000","22","22","7","7.0000","7","7"
"Jama'atul Mujahideen Bangladesh (JMB)","19","22","1.1579","7","0","197","10.3684","100","0"
"Jamaah Ansharut Daulah","12","44","3.6667","9","1","83","6.9167","15","0"
"Jamaah Ansharut Tauhid (JAT)","7","2","0.2857","1","0","58","8.2857","29","0"
"Jamaat Nusrat al-Islam wal Muslimin (JNIM)","39","176","4.5128","31","0","192","4.9231","42","0"
"Jamaat Tauhid Wal Jihad (Pakistan)","1","0","0.0000","0","0","2","2.0000","2","2"
"Jamaat-al-Fuqra","4","0","0.0000","0","0","2","0.5000","2","0"
"Jamaat-E-Islami (Bangladesh)","37","34","0.9189","8","0","441","11.9189","150","0"
"Jamaat-E-Islami (India/Pakistan)","2","0","0.0000","0","0","0","0.0000","0","0"
"Jamaat-ul-Ahrar","11","28","2.5455","9","0","55","5.0000","25","0"
"Jamaica Labor Party","1","5","5.0000","5","5","16","16.0000","16","16"
"Jamiat ul-Mujahedin (JuM)","3","22","7.3333","12","2","51","17.0000","23","5"
"Jamiat-e Islami-yi Afghanistan","1","1","1.0000","1","1","0","0.0000","0","0"
"Jammu and Kashmir Islamic Front","4","22","5.5000","13","0","96","24.0000","38","5"
"Jammu and Kashmir Liberation Front","26","26","1.0000","11","0","10","0.3846","9","0"
"Janatantrik Terai Madhesh Mukti Morcha (JTMMM)","5","0","0.0000","0","0","3","0.6000","2","0"
"Janatantrik Terai Mukti Morcha (JTMM)","14","4","0.2857","2","0","32","2.2857","13","0"
"Janatantrik Terai Mukti Morcha- Bisphot Singh (JTMM-B)","1","0","0.0000","0","0","0","0.0000","0","0"
"Janatantrik Terai Mukti Morcha- Goit (JTMM-G)","12","4","0.3333","1","0","9","0.7500","8","0"
"Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J)","19","5","0.2632","1","0","21","1.1053","5","0"
"Janatantrik Terai Mukti Morcha- Rajan Mukti (JTMM-R)","7","0","0.0000","0","0","15","2.1429","11","0"
"Janatantrik Terai Mukti Morcha- Ranbir Singh (JTMM-RS)","1","0","0.0000","0","0","0","0.0000","0","0"
"Janjaweed","60","196","3.2667","73","0","164","2.7333","25","0"
"Japanese Independence Patriotic Party","1","1","1.0000","1","1","2","2.0000","2","2"
"Japanese Red Army (JRA)","4","31","7.7500","26","0","92","23.0000","72","0"
"Javier Heraud Revolutionary Commando","1","0","0.0000","0","0","0","0.0000","0","0"
"Jaysh al-Islam (Syria)","9","131","14.5556","127","0","83","9.2222","55","0"
"Jeay Sindh Muttahida Mahaz (JSMM)","1","2","2.0000","2","2","8","8.0000","8","8"
"Jemaah Islamiya (JI)","43","337","7.8372","101","0","1133","26.3488","182","0"
"Jerusalem Groups Hebrew (Qvutzot Yerushalayim)","1","3","3.0000","3","3","40","40.0000","40","40"
"Jewish Armed Resistance","6","1","0.1667","1","0","1","0.1667","1","0"
"Jewish Defenders","1","0","0.0000","0","0","0","0.0000","0","0"
"Jewish Defense League (JDL)","26","0","0.0000","0","0","4","0.1538","2","0"
"Jewish Defense Organization","1","0","0.0000","0","0","0","0.0000","0","0"
"Jewish Direct Action","1","0","0.0000","0","0","0","0.0000","0","0"
"Jewish Extremists","21","7","0.3333","4","0","16","0.7619","7","0"
"Jewish Fighting Organization (Eyal)","1","1","1.0000","1","1","1","1.0000","1","1"
"Jewish Terror","8","0","0.0000","0","0","4","0.5000","2","0"
"Jharkhand Janmukti Parishad (JJP)","2","0","0.0000","0","0","0","0.0000","0","0"
"Jharkhand Kranti Raksha Dal (Utari Chotanagpur)","1","0","0.0000","0","0","3","3.0000","3","3"
"Jharkhand Liberation Tigers (JLT)","3","0","0.0000","0","0","1","0.3333","1","0"
"Jharkhand Prastuti Committee (JPC)","2","0","0.0000","0","0","1","0.5000","1","0"
"Jharkhand Sangharsh Jan Mukti Morcha","1","0","0.0000","0","0","0","0.0000","0","0"
"Jharkhand Tribal Forces","1","0","0.0000","0","0","0","0.0000","0","0"
"Jihad Islamic League Front","1","4","4.0000","4","4","27","27.0000","27","27"
"Jihadi Movement of the Sunna People of Iran","1","12","12.0000","12","12","200","200.0000","200","200"
"Jihadi-inspired extremists","38","100","2.6316","50","0","179","4.7105","53","0"
"Joint Meeting Parties (JMP)","1","4","4.0000","4","4","12","12.0000","12","12"
"Joint Palestinian leftist organization","1","0","0.0000","0","0","0","0.0000","0","0"
"Jonathan Jackson Brigade","1","4","4.0000","4","4","2","2.0000","2","2"
"Jordanian Islamic Resistance","2","0","0.0000","0","0","3","1.5000","2","1"
"Jordanian National Liberation Movement","1","0","0.0000","0","0","0","0.0000","0","0"
"Jose Benito Escobar Workers Federation","1","0","0.0000","0","0","0","0.0000","0","0"
"Juan Rayo Guerilla Group","1","0","0.0000","0","0","0","0.0000","0","0"
"July 14 Movement","1","0","0.0000","0","0","1","1.0000","1","1"
"Jumuiya ya Taasisi za Kiislam (Community of Muslim Organizations)","1","3","3.0000","3","3","60","60.0000","60","60"
"Junaid Jihadist Battalion","1","0","0.0000","0","0","0","0.0000","0","0"
"Jund al-Khilafa","1","1","1.0000","1","1","0","0.0000","0","0"
"Jund al-Khilafah (Tunisia)","6","46","7.6667","24","0","77","12.8333","42","0"
"Jund al-Sham for Tawhid and Jihad","4","2","0.5000","2","0","8","2.0000","4","1"
"Jund Al-Tawid","1","0","0.0000","0","0","6","6.0000","6","6"
"Jund Ansar Allah","1","0","0.0000","0","0","0","0.0000","0","0"
"Jundallah (Iran)","8","121","15.1250","40","0","400","50.0000","301","0"
"Jundallah (Pakistan)","17","245","14.4118","87","0","414","24.3529","131","0"
"Justice and Equality Movement (JEM)","5","170","34.0000","134","0","0","0.0000","0","0"
"Justice and Liberty Warriors","1","0","0.0000","0","0","0","0.0000","0","0"
"Justice Commandos for the Armenian Genocide","15","13","0.8667","7","0","10","0.6667","3","0"
"Justice Party","1","1","1.0000","1","1","0","0.0000","0","0"
"Justicieros de la Frontera","1","0","0.0000","0","0","1","1.0000","1","1"
"Kabataang Makabayan (KM)","1","0","0.0000","0","0","0","0.0000","0","0"
"Kabul Government Agents","1","17","17.0000","17","17","18","18.0000","18","18"
"Kach","4","8","2.0000","5","0","15","3.7500","12","0"
"Kachin Independence Army (KIA)","23","40","1.7391","33","0","31","1.3478","15","0"
"Kachin Insurgents","2","36","18.0000","36","0","0","0.0000","0","0"
"Kahane Chai","1","0","0.0000","0","0","0","0.0000","0","0"
"Kaingang Indians","1","0","0.0000","0","0","0","0.0000","0","0"
"Kaka-Tribesmen","1","5","5.0000","5","5","14","14.0000","14","14"
"Kalpar Tribesmen","2","5","2.5000","3","2","14","7.0000","10","4"
"Kamajor Hunters","1","9","9.0000","9","9","0","0.0000","0","0"
"Kamal Boulander Group","1","2","2.0000","2","2","1","1.0000","1","1"
"Kampuchean Peoples National Liberation Army","1","3","3.0000","3","3","0","0.0000","0","0"
"Kamtapur Liberation Organization (KLO)","5","5","1.0000","2","0","28","5.6000","12","1"
"Kamwina Nsapu Militia","6","53","8.8333","39","0","1","0.1667","1","0"
"Kanak Socialist National Liberation Front","2","4","2.0000","4","0","5","2.5000","5","0"
"Kanglei Yawol Kanna Lup (KYKL)","6","16","2.6667","5","0","55","9.1667","50","0"
"Kangleipak Communist Party (KCP)","15","5","0.3333","3","0","8","0.5333","5","0"
"Kara clan","1","7","7.0000","7","7","10","10.0000","10","10"
"Karamojong Warriors","2","2","1.0000","1","1","7","3.5000","6","1"
"Karamyit Singh","1","2","2.0000","2","2","0","0.0000","0","0"
"Karbi Longri North Cachar Liberation Front (KLNLF)","5","4","0.8000","3","0","67","13.4000","35","0"
"Karbi People's Liberation Tigers (KPLT)","6","7","1.1667","6","0","20","3.3333","11","0"
"Karbi Tribe","1","1","1.0000","1","1","6","6.0000","6","6"
"Karen Insurgents","6","30","5.0000","11","0","16","2.6667","8","0"
"Karen National Union","51","145","2.8431","16","0","451","8.8431","60","0"
"Karenni National Progressive Party","1","2","2.0000","2","2","2","2.0000","2","2"
"Kashmir Freedom Force","1","0","0.0000","0","0","36","36.0000","36","36"
"Kashmiri extremists","48","146","3.0417","30","0","160","3.3333","60","0"
"Kashmiri Hezbollah","3","3","1.0000","3","0","0","0.0000","0","0"
"Kata'ib al-Khoul","2","2","1.0000","1","1","1","0.5000","1","0"
"Kata'ib Hezbollah","3","8","2.6667","6","0","35","11.6667","20","0"
"Katsuhisa Omori","2","0","0.0000","0","0","1","0.5000","1","0"
"Kawal ng Pilipinas (Soldier of the Philippines)","1","0","0.0000","0","0","0","0.0000","0","0"
"Kazakhstan Liberation Army","1","4","4.0000","4","4","6","6.0000","6","6"
"Kentavros","1","0","0.0000","0","0","0","0.0000","0","0"
"Kenya African National Union (KANU)","4","3","0.7500","3","0","7","1.7500","6","0"
"Kenyan rebels from Uganda","1","2","2.0000","2","2","0","0.0000","0","0"
"Keshet","5","0","0.0000","0","0","0","0.0000","0","0"
"Khalistan Commando Force","7","15","2.1429","6","0","1","0.1429","1","0"
"Khalistan Liberation Force","4","19","4.7500","16","0","3","0.7500","3","0"
"Khalistan Zindabad (Long Live Khalistan)","2","10","5.0000","7","3","64","32.0000","35","29"
"Kharkiv Partisans","5","4","0.8000","4","0","20","4.0000","11","0"
"Khasi Students Union","10","3","0.3000","1","0","2","0.2000","2","0"
"Khmer Bandits","1","0","0.0000","0","0","0","0.0000","0","0"
"Khmer Rouge","93","215","2.3118","50","0","194","2.0860","36","0"
"Khorasan Chapter of the Islamic State","159","1602","10.0755","150","0","2933","18.4465","491","0"
"Khristos Kasimis","1","0","0.0000","0","0","0","0.0000","0","0"
"Khumbuwan Mukti Morcha","1","0","0.0000","0","0","0","0.0000","0","0"
"Kidnapping gang","1","1","1.0000","1","1","1","1.0000","1","1"
"Kilafah Islamic Movement","2","5","2.5000","4","1","18","9.0000","10","8"
"Kim Pyongnil Supporters","1","3","3.0000","3","3","4","4.0000","4","4"
"King Street","1","0","0.0000","0","0","0","0.0000","0","0"
"Kirat Janabadi Workers Party","3","0","0.0000","0","0","5","1.6667","4","0"
"Kisan Indian Organization","2","2","1.0000","1","1","0","0.0000","0","0"
"Knights Templar (Caballeros Templarios)","1","0","0.0000","0","0","1","1.0000","1","1"
"Kolla Benjo Cruz Command","1","0","0.0000","0","0","0","0.0000","0","0"
"Korea Univ. Students","1","1","1.0000","1","1","0","0.0000","0","0"
"Koreans","1","0","0.0000","0","0","0","0.0000","0","0"
"Kosovo Liberation Army (KLA)","31","18","0.5806","4","0","66","2.1290","40","0"
"Kotoko Tribal Group","1","12","12.0000","12","12","0","0.0000","0","0"
"Kouweikhat Group","1","1","1.0000","1","1","0","0.0000","0","0"
"Krause Group","1","0","0.0000","0","0","0","0.0000","0","0"
"Krikapi Indians","1","0","0.0000","0","0","0","0.0000","0","0"
"Ku Klux Klan","15","1","0.0667","1","0","5","0.3333","4","0"
"Kuki Independent Organization (KIO/KIA)","1","0","0.0000","0","0","0","0.0000","0","0"
"Kuki Liberation Army (KLA)","2","0","0.0000","0","0","0","0.0000","0","0"
"Kuki National Army (KNA)","2","6","3.0000","6","0","6","3.0000","6","0"
"Kuki Revolutionary Army (KRA)","2","5","2.5000","5","0","12","6.0000","12","0"
"Kuki tribesmen","3","46","15.3333","25","8","25","8.3333","20","0"
"Kurdish Democratic Party-Iran (KDP)","2","5","2.5000","4","1","0","0.0000","0","0"
"Kurdish Democratic Party-Iraq (KDP)","3","0","0.0000","0","0","2","0.6667","2","0"
"Kurdish Dissidents","2","0","0.0000","0","0","0","0.0000","0","0"
"Kurdish extremists","4","0","0.0000","0","0","0","0.0000","0","0"
"Kurdish guerrillas","1","1","1.0000","1","1","0","0.0000","0","0"
"Kurdish Islamic Unity Party","1","2","2.0000","2","2","30","30.0000","30","30"
"Kurdish Rebels","2","0","0.0000","0","0","0","0.0000","0","0"
