"region","country","provstate","city","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"Central America & Caribbean","El Salvador","Cuscatlan","San Rafael Cedros","16","1","0.0625","1","0","1","0.0625","1","0"
"Central America & Caribbean","El Salvador","Cuscatlan","San Ramon","1","1","1.0000","1","1","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Cuscatlan","Santa Cruz Michapa","2","9","4.5000","8","1","2","1.0000","2","0"
"Central America & Caribbean","El Salvador","Cuscatlan","Suchitoto","28","493","17.6071","300","0","94","3.3571","32","0"
"Central America & Caribbean","El Salvador","Cuscatlan","Tecomatepeque","1","1","1.0000","1","1","12","12.0000","12","12"
"Central America & Caribbean","El Salvador","Cuscatlan","Tenancingo","4","43","10.7500","32","2","28","7.0000","18","0"
"Central America & Caribbean","El Salvador","Cuscatlan","Tenango","1","7","7.0000","7","7","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Cuscatlán","Unknown","3","1","0.3333","1","0","8","2.6667","7","0"
"Central America & Caribbean","El Salvador","La Libertad","Antiguo Cuscatlan","1","0","0.0000","0","0","7","7.0000","7","7"
"Central America & Caribbean","El Salvador","La Libertad","Arce","3","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Ateos","1","1","1.0000","1","1","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Buenos Aires","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Campana","1","3","3.0000","3","3","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Colon","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Comasagua","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Conacaste","1","5","5.0000","5","5","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","El Basurero","1","4","4.0000","4","4","8","8.0000","8","8"
"Central America & Caribbean","El Salvador","La Libertad","El Playon","2","16","8.0000","13","3","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Entre Rios","1","9","9.0000","9","9","11","11.0000","11","11"
"Central America & Caribbean","El Salvador","La Libertad","Hacienda La Cangrejera","1","0","0.0000","0","0","13","13.0000","13","13"
"Central America & Caribbean","El Salvador","La Libertad","Huizucar","2","5","2.5000","3","2","2","1.0000","1","1"
"Central America & Caribbean","El Salvador","La Libertad","La Libertad","2","17","8.5000","12","5","4","2.0000","4","0"
"Central America & Caribbean","El Salvador","La Libertad","La Perla","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","La Reforma","1","3","3.0000","3","3","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Litoral","1","0","0.0000","0","0","3","3.0000","3","3"
"Central America & Caribbean","El Salvador","La Libertad","Los Chorros","1","0","0.0000","0","0","8","8.0000","8","8"
"Central America & Caribbean","El Salvador","La Libertad","Lourdes","1","8","8.0000","8","8","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Merliot City","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Miramar","2","8","4.0000","6","2","1","0.5000","1","0"
"Central America & Caribbean","El Salvador","La Libertad","Nuevo Cuscatlan","1","0","0.0000","0","0","3","3.0000","3","3"
"Central America & Caribbean","El Salvador","La Libertad","Quezaltepeque","12","12","1.0000","9","0","3","0.2500","2","0"
"Central America & Caribbean","El Salvador","La Libertad","San Andres","3","4","1.3333","4","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","San Jose Aguacatitan","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","San Jose Villanueva","3","3","1.0000","2","0","12","4.0000","12","0"
"Central America & Caribbean","El Salvador","La Libertad","San Juan Opico","3","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","San Pablo Tacachico","2","51","25.5000","51","0","12","6.0000","12","0"
"Central America & Caribbean","El Salvador","La Libertad","Santa Elena","2","1","0.5000","1","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Santa Lucia","1","6","6.0000","6","6","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Santa Tecla","19","13","0.6842","11","0","25","1.3158","23","0"
"Central America & Caribbean","El Salvador","La Libertad","Tacachico","2","35","17.5000","25","10","5","2.5000","5","0"
"Central America & Caribbean","El Salvador","La Libertad","Tamanique","1","0","0.0000","0","0","2","2.0000","2","2"
"Central America & Caribbean","El Salvador","La Libertad","Toluca","1","3","3.0000","3","3","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Tule","1","6","6.0000","6","6","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Unknown","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Libertad","Zaragoza","2","0","0.0000","0","0","1","0.5000","1","0"
"Central America & Caribbean","El Salvador","La Paz","Amatepe","1","16","16.0000","16","16","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","Canton San Jose de La Montana","1","2","2.0000","2","2","1","1.0000","1","1"
"Central America & Caribbean","El Salvador","La Paz","Comalapa","4","6","1.5000","5","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","El Perical","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","El Rosario","2","0","0.0000","0","0","2","1.0000","2","0"
"Central America & Caribbean","El Salvador","La Paz","La Esmeralda","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","La Herradura","2","27","13.5000","27","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","La Paz","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","Mercedes La Ceiba","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","Sabanetas","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","San Francisco Los Reyes","1","3","3.0000","3","3","10","10.0000","10","10"
"Central America & Caribbean","El Salvador","La Paz","San Juan Nonualco","2","6","3.0000","5","1","5","2.5000","5","0"
"Central America & Caribbean","El Salvador","La Paz","San Juan Tepezontes","1","3","3.0000","3","3","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","San Luis Talpa","3","5","1.6667","5","0","8","2.6667","8","0"
"Central America & Caribbean","El Salvador","La Paz","San Pedro Masahuat","1","16","16.0000","16","16","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","San Pedro Nonualco","1","17","17.0000","17","17","5","5.0000","5","5"
"Central America & Caribbean","El Salvador","La Paz","San Rafael Obrajuelo","6","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","Santa Cruz Loma","1","25","25.0000","25","25","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","Santa Maria Ostuma","2","2","1.0000","2","0","5","2.5000","3","2"
"Central America & Caribbean","El Salvador","La Paz","Sitio Viejo","1","16","16.0000","16","16","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Paz","Unknown","6","11","1.8333","10","0","7","1.1667","3","0"
"Central America & Caribbean","El Salvador","La Paz","Zacatecoluca","13","106","8.1538","27","0","41","3.1538","16","0"
"Central America & Caribbean","El Salvador","La Union","Albornoz Arriba","1","87","87.0000","87","87","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Anamoros","6","31","5.1667","12","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Cerro La Torrecilla","1","23","23.0000","23","23","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Cerro Ocotillo","1","4","4.0000","4","4","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Cerro Tempisque","1","3","3.0000","3","3","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Concepcion de Oriente","1","6","6.0000","6","6","2","2.0000","2","2"
"Central America & Caribbean","El Salvador","La Union","Conchagua","1","45","45.0000","45","45","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","El Amatillo","2","58","29.0000","58","0","2","1.0000","2","0"
"Central America & Caribbean","El Salvador","La Union","El Carmen","1","17","17.0000","17","17","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","El Rincon","1","1","1.0000","1","1","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","El Roble","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Central America & Caribbean","El Salvador","La Union","El Tablon","1","11","11.0000","11","11","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","El Volcancillo","1","22","22.0000","22","22","14","14.0000","14","14"
"Central America & Caribbean","El Salvador","La Union","El Zapotal","2","15","7.5000","10","5","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Honduritas","1","2","2.0000","2","2","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Intipuca","1","3","3.0000","3","3","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","La Union","3","74","24.6667","52","1","60","20.0000","60","0"
"Central America & Caribbean","El Salvador","La Union","Las Marias","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Lislique","4","15","3.7500","7","0","26","6.5000","16","0"
"Central America & Caribbean","El Salvador","La Union","Los Amates","1","16","16.0000","16","16","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Nueva Esparta","2","7","3.5000","5","2","3","1.5000","3","0"
"Central America & Caribbean","El Salvador","La Union","Poloros","1","5","5.0000","5","5","3","3.0000","3","3"
"Central America & Caribbean","El Salvador","La Union","San Alejo","1","2","2.0000","2","2","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","San Carlos","1","2","2.0000","2","2","4","4.0000","4","4"
"Central America & Caribbean","El Salvador","La Union","Santa Cruz","1","1","1.0000","1","1","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Santa Rosa de Lima","2","51","25.5000","50","1","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Union","Socorro","1","14","14.0000","14","14","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","La Unión","Unknown","3","44","14.6667","20","5","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazan","Arambala","3","7","2.3333","7","0","2","0.6667","2","0"
"Central America & Caribbean","El Salvador","Morazan","Cacaopera","4","4","1.0000","4","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazan","Cerro Cacahuatique","4","31","7.7500","19","3","16","4.0000","8","0"
"Central America & Caribbean","El Salvador","Morazan","Chilanga","1","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazan","Corinto","3","9","3.0000","6","0","24","8.0000","18","0"
"Central America & Caribbean","El Salvador","Morazan","Delicias de Concepcion","1","7","7.0000","7","7","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazán","El Fuego Area","1","4","4.0000","4","4","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazan","El Limon","3","20","6.6667","15","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazan","El Mozote","2","8","4.0000","5","3","18","9.0000","15","3"
"Central America & Caribbean","El Salvador","Morazan","El Penon","1","0","0.0000","0","0","2","2.0000","2","2"
"Central America & Caribbean","El Salvador","Morazan","Gotera","4","25","6.2500","18","0","28","7.0000","28","0"
"Central America & Caribbean","El Salvador","Morazan","Guatajiagua","4","4","1.0000","2","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazan","Huiliguiste","1","4","4.0000","4","4","4","4.0000","4","4"
"Central America & Caribbean","El Salvador","Morazan","Joateca","3","19","6.3333","14","2","2","0.6667","2","0"
"Central America & Caribbean","El Salvador","Morazan","Jocoaitique","9","68","7.5556","45","0","18","2.0000","8","0"
"Central America & Caribbean","El Salvador","Morazan","Jocoro","4","0","0.0000","0","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazan","Las Conchas","1","0","0.0000","0","0","10","10.0000","10","10"
"Central America & Caribbean","El Salvador","Morazan","Meanguera","3","25","8.3333","16","2","1","0.3333","1","0"
"Central America & Caribbean","El Salvador","Morazan","Osicala","6","58","9.6667","40","0","107","17.8333","100","0"
"Central America & Caribbean","El Salvador","Morazan","Ozatlan","2","0","0.0000","0","0","5","2.5000","5","0"
"Central America & Caribbean","El Salvador","Morazan","Perquin","3","44","14.6667","40","0","3","1.0000","2","0"
"Central America & Caribbean","El Salvador","Morazan","San Francisco Gotera","1","8","8.0000","8","8","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazan","Sociedad","2","22","11.0000","22","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazan","Torola","4","12","3.0000","6","1","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazán","Unknown","34","1","0.0294","1","0","10","0.2941","10","0"
"Central America & Caribbean","El Salvador","Morazan","Valle Grande","1","2","2.0000","2","2","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","Morazan","Yamabal","2","18","9.0000","12","6","2","1.0000","2","0"
"Central America & Caribbean","El Salvador","Morazan","Yoloaiquin","1","0","0.0000","0","0","26","26.0000","26","26"
"Central America & Caribbean","El Salvador","San Miguel","Agua Zarca","2","2","1.0000","2","0","4","2.0000","2","2"
"Central America & Caribbean","El Salvador","San Miguel","Chapeltique","2","2","1.0000","2","0","7","3.5000","7","0"
"Central America & Caribbean","El Salvador","San Miguel","Chinameca","3","13","4.3333","13","0","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","San Miguel","Chirilagua","1","2","2.0000","2","2","0","0.0000","0","0"
"Central America & Caribbean","El Salvador","San Miguel","Ciudad Barrios","17","130","7.6471","60","0","60","3.5294","50","0"
